細學類,細學類名稱,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
09141,醫學技術及檢驗細學類,醫學檢驗暨生物技術學系,D 日,M 碩士,97,33,64,19,34,10,24,4,6,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學檢驗暨生物技術學系,D 日,B 學士,996,315,681,67,181,56,179,68,158,95,138,-,-,-,-,-,-,29,25
09141,醫學技術及檢驗細學類,醫學檢驗暨生物技術學系,N 職,M 碩士,18,8,10,3,3,4,3,-,3,1,1,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫療器材與醫學影像研究所,D 日,M 碩士,10,3,7,2,3,1,3,-,1,-,-,-,-,-,-,-,-,-,-
09151,物理治療細學類,物理治療系,D 日,B 學士,759,266,493,49,112,63,113,55,116,65,105,-,-,-,-,-,-,34,47
09151,物理治療細學類,物理治療系,D 日,C 學士,98,28,70,-,-,-,-,12,36,16,34,-,-,-,-,-,-,-,-
09151,物理治療細學類,物理治療系,N 修,C 學士,143,60,83,-,-,-,-,18,31,19,29,22,22,-,-,-,-,1,1
09151,物理治療細學類,物理治療科,D 日,5 五專,"1,605",576,"1,029",106,172,106,205,111,219,107,194,101,172,-,-,-,-,45,67
09151,物理治療細學類,物理治療科,N 修,2 二專,300,170,130,57,45,39,36,43,27,29,21,-,-,-,-,-,-,2,1
09151,物理治療細學類,物理治療暨輔助科技學系,D 日,D 博士,26,9,17,1,5,1,2,4,4,-,4,1,1,2,-,-,1,-,-
09151,物理治療細學類,物理治療暨輔助科技學系,D 日,M 碩士,79,32,47,12,21,15,18,5,6,-,2,-,-,-,-,-,-,-,-
09151,物理治療細學類,物理治療暨輔助科技學系,D 日,B 學士,219,96,123,17,15,17,22,11,29,17,17,15,22,19,18,-,-,-,-
09151,物理治療細學類,物理治療學系,D 日,D 博士,38,24,14,5,3,4,2,2,3,4,4,7,2,-,-,2,-,-,-
09151,物理治療細學類,物理治療學系,D 日,M 碩士,133,58,75,20,39,25,22,9,12,4,2,-,-,-,-,-,-,-,-
09151,物理治療細學類,物理治療學系,D 日,B 學士,"1,818",864,954,208,226,210,228,191,215,166,220,17,20,17,14,-,-,55,31
09151,物理治療細學類,物理治療學系四年制,D 日,B 學士,23,10,13,-,1,-,-,4,10,4,2,-,-,-,-,-,-,2,-
09151,物理治療細學類,物理治療學系復健科學碩士班,D 日,M 碩士,11,5,6,1,3,4,3,-,-,-,-,-,-,-,-,-,-,-,-
09152,職能治療細學類,職能治療科,D 日,5 五專,509,96,413,23,80,17,83,18,76,15,83,16,68,-,-,-,-,7,23
09152,職能治療細學類,職能治療學系,D 日,D 博士,17,6,11,2,1,-,2,-,2,2,2,-,2,1,2,1,-,-,-
09152,職能治療細學類,職能治療學系,D 日,M 碩士,67,15,52,7,19,7,21,1,8,-,4,-,-,-,-,-,-,-,-
09152,職能治療細學類,職能治療學系,D 日,B 學士,"1,627",372,"1,255",82,301,94,291,72,301,96,305,-,-,-,-,-,-,28,57
09152,職能治療細學類,職能治療學系,N 職,M 碩士,5,2,3,-,-,-,1,1,-,1,2,-,-,-,-,-,-,-,-
09152,職能治療細學類,職能治療學系行為科學碩士班,D 日,M 碩士,49,11,38,3,18,5,10,2,6,1,4,-,-,-,-,-,-,-,-
09153,語言治療與聽力細學類,語言治療系,D 日,B 學士,180,35,145,7,36,10,35,8,36,9,30,-,-,-,-,-,-,1,8
09153,語言治療與聽力細學類,語言治療與聽力學系,D 日,M 碩士,48,8,40,2,12,3,12,2,11,1,5,-,-,-,-,-,-,-,-
09153,語言治療與聽力細學類,語言治療與聽力學系,D 日,B 學士,818,186,632,38,147,44,142,49,153,40,160,-,-,-,-,-,-,15,30
09153,語言治療與聽力細學類,語言治療與聽力學系碩士在職專班,N 職,M 碩士,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
09153,語言治療與聽力細學類,語言治療與聽力學系碩士班,D 日,M 碩士,46,13,33,4,9,3,12,2,9,4,3,-,-,-,-,-,-,-,-
09153,語言治療與聽力細學類,聽力暨語言治療學系,D 日,M 碩士,10,1,9,1,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-
09153,語言治療與聽力細學類,聽力暨語言治療學系,D 日,B 學士,364,69,295,15,76,21,66,14,76,17,73,-,-,-,-,-,-,2,4
09159,其他治療及復健細學類,早期療育研究所,D 日,M 碩士,27,4,23,2,10,1,9,1,2,-,2,-,-,-,-,-,-,-,-
09159,其他治療及復健細學類,健康照護科學研究所,D 日,D 博士,33,9,24,3,5,3,4,2,4,1,4,-,2,-,2,-,3,-,-
09159,其他治療及復健細學類,復健(技術)科-物理治療組,D 日,5 五專,643,261,382,-,-,75,68,52,104,45,75,55,90,-,-,-,-,34,45
09159,其他治療及復健細學類,復健(技術)科-職能治療組,D 日,5 五專,343,82,261,-,-,27,59,24,54,11,60,12,62,-,-,-,-,8,26
09159,其他治療及復健細學類,復健科,D 日,5 五專,223,77,146,77,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09159,其他治療及復健細學類,運動醫學系,D 日,M 碩士,32,13,19,8,8,2,6,3,3,-,1,-,1,-,-,-,-,-,-
09159,其他治療及復健細學類,運動醫學系,D 日,B 學士,412,210,202,55,48,49,47,51,46,43,44,-,-,-,-,-,-,12,17
09159,其他治療及復健細學類,運動醫學系,N 職,M 碩士,63,31,32,17,13,11,14,2,3,-,2,1,-,-,-,-,-,-,-
09161,藥學細學類,中草藥臨床藥物研發博士學位學程,D 日,D 博士,26,15,11,3,1,-,3,2,2,4,2,3,1,2,1,1,1,-,-
09161,藥學細學類,中國藥學暨中藥資源學系,D 日,D 博士,12,8,4,4,1,2,-,-,1,1,1,-,-,-,-,1,1,-,-
09161,藥學細學類,中國藥學暨中藥資源學系,D 日,M 碩士,16,7,9,4,4,1,5,1,-,1,-,-,-,-,-,-,-,-,-
09161,藥學細學類,中國藥學暨中藥資源學系,D 日,B 學士,139,55,84,10,20,10,31,15,17,19,15,-,-,-,-,-,-,1,1
09161,藥學細學類,化粧品科學系,D 日,D 博士,10,4,6,2,-,-,2,-,2,1,1,1,1,-,-,-,-,-,-
09161,藥學細學類,化粧品科學系,D 日,M 碩士,26,7,19,3,9,2,9,2,1,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,化粧品科學系,D 日,B 學士,485,61,424,12,96,18,89,17,109,8,111,-,-,-,-,-,-,6,19
09161,藥學細學類,化粧品科學系,N 職,M 碩士,29,13,16,5,3,5,3,-,1,-,6,1,2,2,1,-,-,-,-
09161,藥學細學類,天然藥物研究所,D 日,D 博士,21,10,11,3,1,2,3,2,2,1,-,1,2,-,3,1,-,-,-
09161,藥學細學類,天然藥物研究所,D 日,M 碩士,24,9,15,6,9,2,4,-,1,1,1,-,-,-,-,-,-,-,-
09161,藥學細學類,生技製藥產業博士學位學程,D 日,D 博士,7,5,2,1,-,2,1,-,-,-,1,2,-,-,-,-,-,-,-
09161,藥學細學類,生技製藥經營管理科,D 日,5 五專,83,22,61,9,22,7,20,6,19,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,生技醫藥研究所,D 日,M 碩士,13,3,10,2,8,1,2,-,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,生技醫藥博士學位學程,D 日,D 博士,6,1,5,-,2,-,-,-,1,-,2,1,-,-,-,-,-,-,-
09161,藥學細學類,生物科技暨製藥技術系,D 日,B 學士,160,79,81,22,20,18,25,19,14,13,21,-,-,-,-,-,-,7,1
09161,藥學細學類,生物科技暨製藥技術系,N 修,B 學士,5,4,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,生物科技暨製藥技術系碩士班,D 日,M 碩士,14,7,7,3,4,2,2,1,1,1,-,-,-,-,-,-,-,-,-
09161,藥學細學類,生物藥學研究所,D 日,D 博士,8,3,5,1,2,1,2,-,-,1,1,-,-,-,-,-,-,-,-
09161,藥學細學類,生物藥學研究所,D 日,M 碩士,44,13,31,5,16,8,15,-,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,生藥學研究所,D 日,M 碩士,15,2,13,2,7,-,5,-,1,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,毒理學博士學位學程,D 日,D 博士,4,3,1,-,1,-,-,1,-,-,-,2,-,-,-,-,-,-,-
09161,藥學細學類,毒理學碩士學位學程,D 日,M 碩士,2,1,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,香粧品學系,D 日,M 碩士,19,4,15,3,7,-,7,-,1,1,-,-,-,-,-,-,-,-,-
09161,藥學細學類,香粧品學系,D 日,B 學士,230,28,202,8,60,7,44,5,49,7,47,-,-,-,-,-,-,1,2
09161,藥學細學類,新藥研發產業博士學位學程,D 日,D 博士,15,9,6,2,1,2,1,-,1,3,1,1,1,1,1,-,-,-,-
09161,藥學細學類,新藥開發研究所,D 日,D 博士,12,6,6,2,1,1,1,2,2,-,1,1,-,-,1,-,-,-,-
09161,藥學細學類,新藥開發研究所,D 日,M 碩士,9,4,5,1,3,3,1,-,1,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,製藥碩士學位學程,D 日,M 碩士,13,7,6,4,3,2,3,1,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,癌症生物學與藥物研發研究所,D 日,M 碩士,18,5,13,1,8,3,5,1,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,癌症生物學與藥物研發博士學位學程,D 日,D 博士,24,14,10,3,2,3,2,4,2,-,2,1,2,2,-,1,-,-,-
09161,藥學細學類,臨床藥學研究所,D 日,D 博士,8,4,4,2,-,-,3,-,-,1,1,1,-,-,-,-,-,-,-
09161,藥學細學類,臨床藥學研究所,D 日,M 碩士,18,9,9,5,5,4,3,-,1,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,臨床藥學與藥物科技研究所,D 日,D 博士,32,16,16,6,2,3,1,2,4,3,2,-,3,2,2,-,2,-,-
09161,藥學細學類,臨床藥學與藥物科技研究所,D 日,M 碩士,34,12,22,7,11,5,10,-,-,-,1,-,-,-,-,-,-,-,-
09161,藥學細學類,醫學系藥理暨毒理學博士班,D 日,D 博士,16,8,8,-,4,2,-,-,2,1,-,1,1,-,1,4,-,-,-
09161,藥學細學類,藥用化妝品學系,D 日,M 碩士,20,4,16,2,11,2,4,-,1,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,藥用化妝品學系,D 日,B 學士,178,34,144,9,41,6,39,12,31,7,32,-,-,-,-,-,-,-,1
09161,藥學細學類,藥用植物與保健學系,D 日,M 碩士,10,8,2,1,1,4,-,3,1,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,藥用植物與保健學系,D 日,B 學士,117,27,90,5,25,4,32,9,12,5,17,-,-,-,-,-,-,4,4
09161,藥學細學類,藥用植物與保健應用學士學位學程,D 日,B 學士,29,11,18,-,-,-,-,5,14,6,3,-,-,-,-,-,-,-,1
09161,藥學細學類,藥理學研究所,D 日,M 碩士,38,16,22,11,11,5,11,-,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,藥學系,D 日,D 博士,115,60,55,13,16,10,13,11,10,13,5,6,2,4,6,3,3,-,-
09161,藥學細學類,藥學系,D 日,M 碩士,200,79,121,41,56,32,59,5,6,1,-,-,-,-,-,-,-,-,-
09161,藥學細學類,藥學系,D 日,B 學士,"5,069","2,166","2,903",476,633,453,653,482,659,397,562,248,304,55,48,-,-,55,44
09161,藥學細學類,藥學系,N 職,M 碩士,34,14,20,5,10,4,6,1,2,2,2,2,-,-,-,-,-,-,-
09161,藥學細學類,藥學系_社會藥學產業碩士專班,D 日,M 碩士,4,2,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,藥學系四年制,D 日,B 學士,109,48,61,-,-,-,1,-,-,45,56,-,-,-,-,-,-,3,4
09161,藥學細學類,藥學系碩士在職專班,N 職,M 碩士,47,25,22,6,12,18,10,1,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,藥學系碩士班,D 日,M 碩士,19,9,10,3,6,4,4,2,-,-,-,-,-,-,-,-,-,-,-
09161,藥學細學類,藥學系臨床藥學碩士在職專班,N 職,M 碩士,30,9,21,4,9,3,9,1,3,1,-,-,-,-,-,-,-,-,-
09161,藥學細學類,藥學系臨床藥學碩士班,D 日,M 碩士,31,9,22,5,10,3,12,1,-,-,-,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,中醫學系,D 日,B 學士,364,175,189,32,24,29,22,20,32,23,28,25,31,15,32,25,19,6,1
09171,傳統醫學、輔助醫學及治療細學類,中醫學系天然藥物碩士班,D 日,M 碩士,22,5,17,4,7,-,9,1,1,-,-,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,中醫學系傳統中醫學碩士班,D 日,M 碩士,11,4,7,2,2,-,3,-,2,2,-,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,自然生物科技學系自然療癒碩士在職專班,N 職,M 碩士,38,9,29,3,11,2,8,3,3,1,6,-,1,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,自然生物科技學系自然療癒碩士班,D 日,M 碩士,39,14,25,7,7,4,8,2,4,1,6,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,針灸研究所,D 日,D 博士,11,6,5,2,2,1,2,2,-,-,-,-,1,-,-,1,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,針灸研究所,D 日,M 碩士,10,7,3,4,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,健康照護管理學院健康照護技術碩士班,D 日,M 碩士,33,5,28,3,25,2,3,-,-,-,-,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,國際針灸碩士學位學程,D 日,M 碩士,3,2,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,傳統醫藥研究所,D 日,D 博士,31,20,11,3,5,4,1,4,1,5,3,-,1,4,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,傳統醫藥研究所,D 日,M 碩士,23,12,11,6,6,5,4,1,1,-,-,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,調理保健技術系,D 日,C 學士,123,68,55,-,-,-,-,27,27,40,24,-,-,-,-,-,-,1,4
09171,傳統醫學、輔助醫學及治療細學類,調理保健技術系,N 修,C 學士,59,35,24,-,-,-,-,21,10,14,14,-,-,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,調理保健技術科,D 日,2 二專,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
09171,傳統醫學、輔助醫學及治療細學類,調理保健技術科,D 日,5 五專,108,49,59,6,4,11,10,11,17,12,8,9,20,-,-,-,-,-,-
09171,傳統醫學、輔助醫學及治療細學類,調理保健技術科,N 修,2 二專,282,161,121,85,65,72,56,-,-,-,-,-,-,-,-,-,-,4,-
09171,傳統醫學、輔助醫學及治療細學類,醫學工程研究所,D 日,M 碩士,46,31,15,17,7,11,7,2,1,1,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,公共衛生研究所,D 日,D 博士,103,61,42,16,10,6,10,17,6,6,9,4,2,8,2,4,3,-,-
09191,公共衛生細學類,公共衛生研究所,D 日,M 碩士,90,33,57,17,26,9,27,4,3,3,-,-,1,-,-,-,-,-,-
09191,公共衛生細學類,公共衛生國際碩士學位學程,D 日,M 碩士,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,公共衛生碩士學位學程,D 日,M 碩士,102,35,67,16,20,9,26,6,9,4,12,-,-,-,-,-,-,-,-
09191,公共衛生細學類,公共衛生學系,D 日,D 博士,160,75,85,15,13,19,11,12,19,8,14,9,12,7,12,5,4,-,-
09191,公共衛生細學類,公共衛生學系,D 日,M 碩士,184,62,122,28,58,20,42,7,14,5,7,2,1,-,-,-,-,-,-
09191,公共衛生細學類,公共衛生學系,D 日,B 學士,"1,336",419,917,110,177,98,246,99,245,92,217,-,-,-,-,-,-,20,32
09191,公共衛生細學類,公共衛生學院大一不分系,D 日,B 學士,150,41,109,41,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,全球衛生博士學位學程,D 日,D 博士,9,4,5,-,2,3,3,1,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,全球衛生暨發展碩士學位學程,D 日,M 碩士,12,3,9,2,7,-,1,-,1,1,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,全球衛生暨衛生安全博士學位學程,D 日,D 博士,17,11,6,4,2,1,-,4,2,2,2,-,-,-,-,-,-,-,-
09191,公共衛生細學類,全球衛生碩士學位學程,D 日,M 碩士,23,7,16,3,9,4,7,-,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,長期照護學系,D 日,M 碩士,11,3,8,3,3,-,5,-,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,長期照護學系,D 日,B 學士,142,50,92,14,24,11,27,13,27,11,14,-,-,-,-,-,-,1,-
09191,公共衛生細學類,流行病學與預防醫學研究所,D 日,D 博士,85,42,43,7,5,7,6,4,9,8,5,2,7,5,4,9,7,-,-
09191,公共衛生細學類,流行病學與預防醫學研究所,D 日,M 碩士,90,21,69,12,31,7,31,1,5,1,2,-,-,-,-,-,-,-,-
09191,公共衛生細學類,流行病學與預防醫學研究所,N 職,M 碩士,17,8,9,5,2,2,6,1,1,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,食品安全與健康研究所,D 日,M 碩士,37,12,25,3,14,6,9,3,2,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,高齡健康與照護管理原住民專班,D 日,B 學士,98,20,78,5,16,6,23,5,18,4,21,-,-,-,-,-,-,-,-
09191,公共衛生細學類,健康行為與社區科學研究所,D 日,M 碩士,35,10,25,1,12,4,10,3,2,2,1,-,-,-,-,-,-,-,-
09191,公共衛生細學類,健康政策與管理研究所,D 日,D 博士,58,23,35,5,5,6,4,5,8,2,4,3,5,-,4,2,5,-,-
09191,公共衛生細學類,健康政策與管理研究所,D 日,M 碩士,64,8,56,5,19,2,20,-,10,1,7,-,-,-,-,-,-,-,-
09191,公共衛生細學類,健康政策與管理研究所高階經營碩士在職專班,N 職,M 碩士,45,27,18,14,9,9,9,3,-,1,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,健康產業管理學系,D 日,D 博士,37,14,23,-,7,4,2,3,5,4,3,1,1,1,3,1,2,-,-
09191,公共衛生細學類,健康產業管理學系,D 日,M 碩士,44,14,30,3,13,7,9,3,4,1,4,-,-,-,-,-,-,-,-
09191,公共衛生細學類,健康產業管理學系,D 日,B 學士,506,131,375,39,105,28,86,34,89,27,87,-,-,-,-,-,-,3,8
09191,公共衛生細學類,健康產業管理學系,N 職,M 碩士,70,13,57,5,20,6,10,2,16,-,11,-,-,-,-,-,-,-,-
09191,公共衛生細學類,健康管理學系,D 日,B 學士,195,65,130,14,33,16,32,17,29,13,31,-,-,-,-,-,-,5,5
09191,公共衛生細學類,健康管理學系,P 進,B 學士,3,1,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2
09191,公共衛生細學類,國際衛生碩士學位學程,D 日,M 碩士,32,16,16,9,7,6,9,1,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,傷害防治學研究所,D 日,D 博士,12,11,1,2,1,3,-,2,-,2,-,2,-,-,-,-,-,-,-
09191,公共衛生細學類,傷害防治學研究所,D 日,M 碩士,20,11,9,4,5,5,3,2,-,-,1,-,-,-,-,-,-,-,-
09191,公共衛生細學類,傷害防治學研究所失能暨復健碩士在職專班,N 職,M 碩士,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
09191,公共衛生細學類,衛生福利研究所,D 日,D 博士,18,7,11,3,1,1,1,1,3,2,1,-,1,-,1,-,3,-,-
09191,公共衛生細學類,衛生福利研究所,D 日,M 碩士,39,10,29,5,12,3,11,1,3,1,3,-,-,-,-,-,-,-,-
09191,公共衛生細學類,衛生福利學系,D 日,M 碩士,8,4,4,2,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,衛生福利學系,D 日,B 學士,124,40,84,9,21,12,17,8,25,10,19,-,-,-,-,-,-,1,2
09191,公共衛生細學類,應用流行病學碩士學位學程,D 日,M 碩士,7,1,6,-,4,1,2,-,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,環境與職業健康科學研究所,D 日,D 博士,34,25,9,4,3,5,1,6,1,2,1,5,2,1,-,2,1,-,-
09191,公共衛生細學類,環境與職業健康科學研究所,D 日,M 碩士,73,26,47,13,20,10,23,3,3,-,1,-,-,-,-,-,-,-,-
09191,公共衛生細學類,環境與職業衛生研究所,D 日,D 博士,10,5,5,1,-,-,3,-,1,-,-,1,1,2,-,1,-,-,-
09191,公共衛生細學類,環境與職業衛生研究所,D 日,M 碩士,30,12,18,7,8,5,10,-,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,環境職業醫學博士學位學程,D 日,D 博士,10,7,3,-,-,1,1,3,1,2,1,1,-,-,-,-,-,-,-
09191,公共衛生細學類,環境醫學研究所,D 日,D 博士,25,19,6,2,1,7,1,3,2,1,-,3,-,-,1,3,1,-,-
09191,公共衛生細學類,環境醫學研究所,D 日,M 碩士,49,19,30,7,12,8,12,1,5,3,1,-,-,-,-,-,-,-,-
09191,公共衛生細學類,職業安全衛生系,D 日,C 學士,83,32,51,-,-,-,-,10,27,22,24,-,-,-,-,-,-,-,-
09191,公共衛生細學類,職業安全衛生系碩士在職專班,N 職,M 碩士,23,12,11,3,3,9,8,-,-,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,職業安全衛生系碩士班,D 日,M 碩士,12,4,8,2,3,2,4,-,1,-,-,-,-,-,-,-,-,-,-
09191,公共衛生細學類,職業安全衛生科,D 日,5 五專,415,216,199,50,41,43,48,46,33,48,44,23,30,-,-,-,-,6,3
09191,公共衛生細學類,醫學院公共衛生碩士在職專班,N 職,M 碩士,32,12,20,5,8,4,7,2,4,1,1,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,代謝與肥胖科學研究所,D 日,M 碩士,18,5,13,3,6,2,7,-,-,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,呼吸治療學系,D 日,B 學士,646,209,437,61,98,47,102,51,98,37,119,-,-,-,-,-,-,13,20
09199,其他醫藥衛生細學類,呼吸治療學系胸腔醫學碩士班,D 日,M 碩士,14,3,11,1,5,-,3,1,2,1,1,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,長期照顧與健康促進管理科,D 日,5 五專,345,74,271,18,51,18,57,16,53,14,68,8,42,-,-,-,-,-,-
09199,其他醫藥衛生細學類,長期照顧與健康促進管理科,N 修,2 二專,64,19,45,14,21,5,24,-,-,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,毒理學研究所,D 日,D 博士,21,11,10,1,4,1,2,2,-,-,2,2,1,3,-,2,1,-,-
09199,其他醫藥衛生細學類,毒理學研究所,D 日,M 碩士,23,8,15,3,6,2,7,3,1,-,1,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,食品安全及健康風險評估研究所,D 日,M 碩士,29,8,21,4,9,4,12,-,-,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,食品暨藥物安全碩士學位學程,D 日,M 碩士,6,2,4,1,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,高齡健康與運動科學學士學位學程,D 日,B 學士,74,37,37,19,21,18,16,-,-,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,健康科技產業博士學位學程,D 日,D 博士,9,3,6,1,2,-,1,1,2,-,1,1,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,健康照護產業碩士學位學程,D 日,M 碩士,21,3,18,1,8,1,5,1,5,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,健康管理學院國際健康產業經營管理碩士在職專班,N 職,M 碩士,94,22,72,8,40,9,29,5,3,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,國際三校農業生技與健康醫療碩士學位學程,D 日,M 碩士,10,6,4,2,3,4,1,-,-,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,組織工程與再生醫學博士學位學程,D 日,D 博士,24,17,7,2,-,3,1,3,1,3,2,3,1,-,-,3,2,-,-
09199,其他醫藥衛生細學類,養生與健康行銷學系,D 日,B 學士,52,19,33,-,-,10,6,5,16,4,8,-,-,-,-,-,-,-,3
09199,其他醫藥衛生細學類,臨床基因體學暨蛋白質體學碩士學位學程,D 日,M 碩士,7,3,4,2,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-
09199,其他醫藥衛生細學類,醫藥化學系,D 日,B 學士,260,133,127,24,28,25,26,41,30,35,38,-,-,-,-,-,-,8,5
09199,其他醫藥衛生細學類,醫藥科學產業學士學位學程,D 日,B 學士,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
09199,其他醫藥衛生細學類,醫藥科學產業學系,D 日,B 學士,122,36,86,12,21,8,24,6,20,10,19,-,-,-,-,-,-,-,2
09199,其他醫藥衛生細學類,護理學系跨領域長期照護碩士在職專班,N 職,M 碩士,21,1,20,-,8,-,6,1,6,-,-,-,-,-,-,-,-,-,-
09211,老年照顧服務細學類,老人服務事業系,D 日,B 學士,79,27,52,7,4,1,13,11,17,6,11,-,-,-,-,-,-,2,7
09211,老年照顧服務細學類,老人服務事業科,D 日,5 五專,262,37,225,10,47,7,49,6,40,5,47,9,41,-,-,-,-,-,1
09211,老年照顧服務細學類,老人服務事業科,N 修,2 二專,23,6,17,6,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09211,老年照顧服務細學類,老人服務事業管理系,D 日,B 學士,164,32,132,10,33,7,34,5,37,10,28,-,-,-,-,-,-,-,-
09211,老年照顧服務細學類,老人服務事業管理系,D 日,C 學士,82,2,80,-,-,-,-,-,40,2,38,-,-,-,-,-,-,-,2
09211,老年照顧服務細學類,老人服務事業管理系,N 修,B 學士,151,46,105,13,27,12,27,13,24,8,25,-,-,-,-,-,-,-,2
09211,老年照顧服務細學類,老人服務事業管理系,N 修,C 學士,107,21,86,-,-,-,-,9,50,12,36,-,-,-,-,-,-,-,-
09211,老年照顧服務細學類,老人服務事業管理科,D 日,5 五專,689,146,543,29,88,25,102,28,129,31,99,29,104,-,-,-,-,4,21
09211,老年照顧服務細學類,老人照顧系,D 日,B 學士,227,61,166,12,35,12,27,20,41,12,52,-,-,-,-,-,-,5,11
09211,老年照顧服務細學類,老人照顧系,N 修,B 學士,122,28,94,8,25,9,23,8,25,3,21,-,-,-,-,-,-,-,-
09211,老年照顧服務細學類,老人照顧系,N 修,C 學士,37,7,30,-,-,-,-,3,16,4,13,-,-,-,-,-,-,-,1
09211,老年照顧服務細學類,老人照顧系_外國學生產學合作專班,D 日,2 二專,16,6,10,6,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09211,老年照顧服務細學類,老人福利與長期照顧事業系,D 日,B 學士,333,47,286,12,65,9,77,11,72,14,64,-,-,-,-,-,-,1,8
09211,老年照顧服務細學類,老人福利與長期照顧事業系,N 修,B 學士,147,43,104,12,29,15,20,8,25,7,25,-,-,-,-,-,-,1,5
